Time(s),RA(V),LA(V),LL(V),RL(V),V1(V),V2(V),V3(V),V4(V),V5(V),V6(V),WCT(V)
9.5262,2049.956501,2049.003014,2047.457591,2047.500000,2047.267691,2046.868085,2044.654396,2044.764385,2045.150671,2044.355356,2048.805749
9.5275,2049.968616,2048.950379,2047.481261,2047.500000,2047.259295,2046.933990,2044.909226,2045.273440,2045.399371,2044.665661,2048.799971
9.5288,2049.960539,2048.862655,2047.502959,2047.500000,2047.326468,2046.976635,2045.154618,2045.631991,2045.639189,2044.966370,2048.775416
9.5300,2049.920159,2048.739841,2047.524656,2047.500000,2047.445421,2046.984388,2045.352820,2045.778068,2045.847920,2045.190302,2048.727751
9.5312,2049.843435,2048.573164,2047.545367,2047.500000,2047.607758,2046.972758,2045.536864,2045.778068,2046.047768,2045.334258,2048.654086
9.5325,2049.719600,2048.362625,2047.566079,2047.500000,2047.827471,2046.988265,2045.763379,2045.778068,2046.256499,2045.449423,2048.548644
9.5337,2049.547309,2048.105299,2047.587776,2047.500000,2048.119957,2047.081308,2046.022929,2045.844466,2046.465229,2045.583782,2048.412869
9.5350,2049.321176,2047.804112,2047.609474,2047.500000,2048.475417,2047.279024,2046.254163,2045.924144,2046.633990,2045.721340,2048.245317
9.5363,2049.041202,2047.459062,2047.632157,2047.500000,2048.857467,2047.554275,2046.386298,2045.910865,2046.709489,2045.791719,2048.044544
9.5375,2048.708733,2047.075998,2047.655827,2047.500000,2049.221324,2047.864417,2046.405174,2045.755935,2046.665078,2045.743734,2047.813438
9.5388,2048.323769,2046.657844,2047.680483,2047.500000,2049.541798,2048.162929,2046.395736,2045.547887,2046.518522,2045.599777,2047.553443
9.5400,2047.890348,2046.213373,2047.702181,2047.500000,2049.816090,2048.414920,2046.480679,2045.454929,2046.331997,2045.471816,2047.268894
9.5412,2047.413854,2045.748433,2047.720920,2047.500000,2050.063793,2048.585498,2046.754386,2045.614285,2046.181001,2045.500608,2046.961234
9.5425,2046.901017,2045.274720,2047.733741,2047.500000,2050.314295,2048.670788,2047.207417,2046.012676,2046.136590,2045.756530,2046.636241
9.5437,2046.358568,2044.795159,2047.736700,2047.500000,2050.598383,2048.694048,2047.740673,2046.526157,2046.243176,2046.197996,2046.296804
9.5450,2045.793236,2044.321447,2047.726837,2047.500000,2050.931452,2048.740570,2048.273929,2047.008652,2046.514081,2046.700243,2045.947256
9.5463,2045.215790,2043.859431,2047.701195,2047.500000,2051.284114,2048.907271,2048.759994,2047.411469,2046.918219,2047.135311,2045.591931
9.5475,2044.631614,2043.414959,2047.655827,2047.500000,2051.576599,2049.244551,2049.222463,2047.814286,2047.411178,2047.455214,2045.233717
9.5488,2044.050130,2042.996806,2047.586790,2047.500000,2051.703949,2049.702011,2049.651899,2048.301207,2047.917461,2047.682345,2044.878391
9.5500,2043.480760,2042.602045,2047.494083,2047.500000,2051.589194,2050.147841,2049.986954,2048.863381,2048.352686,2047.871087,2044.525954
9.5512,2042.930234,2042.236526,2047.375733,2047.500000,2051.243530,2050.450230,2050.133245,2049.368009,2048.650239,2048.027840,2044.180740
9.5525,2042.406630,2041.903173,2047.231741,2047.500000,2050.783111,2050.578163,2050.038864,2049.677868,2048.783471,2048.139806,2043.847080
9.5538,2041.916675,2041.596137,2047.064078,2047.500000,2050.370273,2050.609178,2049.798191,2049.753119,2048.774589,2048.178194,2043.524976
9.5550,2041.464410,2041.315418,2046.877677,2047.500000,2050.125369,2050.686713,2049.604709,2049.744266,2048.703531,2048.178194,2043.218761
9.5563,2041.055217,2041.063941,2046.678455,2047.500000,2050.060994,2050.888306,2049.642461,2049.859357,2048.672444,2048.226179,2042.932767
9.5575,2040.691790,2040.835857,2046.473316,2047.500000,2050.091782,2051.159681,2049.958640,2050.213482,2048.756824,2048.402126,2042.666995
9.5587,2040.374127,2040.634091,2046.271135,2047.500000,2050.102978,2051.369027,2050.435266,2050.731389,2048.987760,2048.709233,2042.425778
9.5600,2040.103575,2040.449869,2046.082762,2047.500000,2050.045600,2051.431055,2050.864702,2051.187325,2049.329723,2049.057927,2042.212005
9.5612,2039.876097,2040.289041,2045.918058,2047.500000,2049.956035,2051.376780,2051.110095,2051.399800,2049.685009,2049.301053,2042.027120
9.5625,2039.686307,2040.142833,2045.785901,2047.500000,2049.936443,2051.365150,2051.185600,2051.342255,2049.955915,2049.333043,2041.872568
9.5638,2039.530167,2040.017095,2045.698125,2047.500000,2050.081986,2051.547359,2051.232791,2051.174045,2050.089147,2049.131504,2041.748349
9.5650,2039.398257,2039.903053,2045.659661,2047.500000,2050.422052,2051.962174,2051.369644,2051.107647,2050.084706,2048.802004,2041.654462
9.5663,2039.283844,2039.806556,2045.678400,2047.500000,2050.923056,2052.493293,2051.615036,2051.240444,2050.000325,2048.488500,2041.589463
9.5675,2039.176162,2039.721755,2045.757300,2047.500000,2051.512224,2052.977890,2051.902900,2051.523744,2049.924827,2048.338145,2041.551909
9.5687,2039.067134,2039.645727,2045.896361,2047.500000,2052.113988,2053.307417,2052.167168,2051.829176,2049.942591,2048.430917,2041.536020
9.5700,2038.947337,2039.578472,2046.092624,2047.500000,2052.661173,2053.524516,2052.421998,2052.099197,2050.106911,2048.792407,2041.538909
9.5712,2038.808696,2039.517065,2046.339186,2047.500000,2053.083807,2053.745493,2052.785367,2052.409056,2050.431110,2049.381028,2041.554798
9.5725,2038.644481,2039.455657,2046.629143,2047.500000,2053.300722,2054.055635,2053.351656,2052.873845,2050.892982,2050.116805,2041.576464
9.5738,2038.450653,2039.388402,2046.948687,2047.500000,2053.234948,2054.423929,2054.101990,2053.559962,2051.461439,2050.906965,2041.596685
9.5750,2038.224520,2039.318222,2047.285984,2047.500000,2052.850099,2054.726318,2054.908952,2054.401008,2052.109836,2051.665134,2041.608241
9.5762,2037.962045,2039.233422,2047.625253,2047.500000,2052.175564,2054.862006,2055.612095,2055.246481,2052.811526,2052.340129,2041.606796
9.5775,2037.667265,2039.134001,2047.953674,2047.500000,2051.310703,2054.819361,2056.107598,2055.963584,2053.535422,2052.919153,2041.585130
9.5787,2037.338834,2039.014110,2048.255466,2047.500000,2050.384267,2054.683674,2056.433214,2056.534610,2054.241553,2053.411804,2041.536020
9.5800,2036.982136,2038.873751,2048.518794,2047.500000,2049.502613,2054.551863,2056.650292,2056.994973,2054.863303,2053.843672,2041.458022
9.5813,2036.601210,2038.704150,2048.732810,2047.500000,2048.703527,2054.412299,2056.796583,2057.371230,2055.320734,2054.201963,2041.346802
9.5825,2036.201440,2038.508232,2048.891596,2047.500000,2047.964618,2054.160308,2056.820179,2057.596985,2055.564993,2054.454687,2041.200916
9.5838,2035.789555,2038.285997,2048.992193,2047.500000,2047.227107,2053.667957,2056.640854,2057.574852,2055.600522,2054.569852,2041.021809
9.5850,2035.372287,2038.037444,2049.034602,2047.500000,2046.450412,2052.900355,2056.235013,2057.269420,2055.480613,2054.541060,2040.815258
9.5862,2034.959056,2037.774270,2049.023753,2047.500000,2045.635932,2051.942790,2055.682881,2056.769218,2055.298528,2054.409900,2040.585597
9.5875,2034.556593,2037.496475,2048.970496,2047.500000,2044.835446,2050.954211,2055.140187,2056.246884,2055.125327,2054.227556,2040.341491
9.5887,2034.175668,2037.218681,2048.885678,2047.500000,2044.113330,2050.054798,2054.701313,2055.844067,2054.983212,2054.029216,2040.093052
9.5900,2033.824354,2036.955507,2048.784095,2047.500000,2043.522762,2049.271689,2054.366258,2055.556341,2054.872185,2053.818080,2039.854724
9.5913,2033.514768,2036.718651,2048.682511,2047.500000,2043.073538,2048.569991,2054.045361,2055.268614,2054.761158,2053.590949,2039.638062
9.5925,2033.253638,2036.519809,2048.596708,2047.500000,2042.732073,2047.910939,2053.639520,2054.856944,2054.627926,2053.363818,2039.456066
9.5938,2033.051734,2036.379449,2048.541478,2047.500000,2042.440987,2047.302284,2053.144017,2054.294771,2054.472488,2053.165478,2039.323180
9.5950,2032.915785,2036.306345,2048.530629,2047.500000,2042.149901,2046.802180,2052.629638,2053.679479,2054.277081,2053.037517,2039.250959
9.5962,2032.853868,2036.312194,2048.575010,2047.500000,2041.839223,2046.453269,2052.195482,2053.152718,2054.050586,2053.002328,2039.246626
9.5975,2032.867328,2036.408691,2048.681525,2047.500000,2041.528545,2046.255554,2051.902900,2052.820726,2053.801886,2053.031119,2039.318847
9.5988,2032.960204,2036.595837,2048.851160,2047.500000,2041.247256,2046.181895,2051.751889,2052.701209,2053.588714,2053.082304,2039.469066
9.6000,2033.131150,2036.870707,2049.080956,2047.500000,2041.013548,2046.197402,2051.699979,2052.758754,2053.459923,2053.114294,2039.694394
9.6013,2033.376127,2037.230378,2049.365981,2047.500000,2040.805029,2046.278814,2051.704698,2052.940243,2053.451041,2053.107896,2039.990499
9.6025,2033.689751,2037.660228,2049.695388,2047.500000,2040.576919,2046.410625,2051.737732,2053.174851,2053.553186,2053.082304,2040.347269
9.6037,2034.062601,2038.142713,2050.054382,2047.500000,2040.302627,2046.569573,2051.747170,2053.382899,2053.690859,2053.059911,2040.753149
9.6050,2034.485254,2038.663212,2050.428170,2047.500000,2040.005943,2046.716890,2051.685822,2053.462577,2053.784122,2053.043915,2041.192250
9.6062,2034.948288,2039.198332,2050.801958,2047.500000,2039.769436,2046.829317,2051.501778,2053.343060,2053.784122,2053.018323,2041.650129
9.6075,2035.442280,2039.727604,2051.157994,2047.500000,2039.681271,2046.918483,2051.190319,2053.037627,2053.690859,2052.954343,2042.109452
9.6088,2035.955117,2040.233482,2051.483456,2047.500000,2039.789028,2047.027033,2050.826950,2052.661370,2053.544304,2052.839178,2042.557220
9.6100,2036.480068,2040.692574,2051.763550,2047.500000,2040.060522,2047.185981,2050.529648,2052.382496,2053.384425,2052.682425,2042.978988
9.6113,2037.011749,2041.096107,2051.989401,2047.500000,2040.427178,2047.395327,2050.397514,2052.311672,2053.255634,2052.519275,2043.366091
9.6125,2037.543430,2041.432384,2052.154104,2047.500000,2040.831619,2047.624057,2050.449424,2052.431189,2053.202341,2052.391314,2043.709861
9.6137,2038.073765,2041.695558,2052.253716,2047.500000,2041.279443,2047.845033,2050.600434,2052.625957,2053.237869,2052.324134,2044.007410
9.6150,2038.601408,2041.885628,2052.288234,2047.500000,2041.816832,2048.054380,2050.727849,2052.732195,2053.340014,2052.311338,2044.257294
9.6163,2039.127705,2042.005518,2052.258647,2047.500000,2042.481571,2048.259849,2050.732568,2052.648090,2053.397748,2052.295343,2044.463845
9.6175,2039.654002,2042.066925,2052.170871,2047.500000,2043.251269,2048.480825,2050.576839,2052.324951,2053.260075,2052.196173,2044.629952
9.6188,2040.182991,2042.078622,2052.028851,2047.500000,2044.058752,2048.697925,2050.293694,2051.789337,2052.815967,2051.946649,2044.762838
9.6200,2040.711980,2042.055229,2051.839491,2047.500000,2044.822851,2048.895641,2049.953920,2051.094367,2052.056543,2051.530775,2044.869725
9.6212,2041.243661,2042.011366,2051.610682,2047.500000,2045.505783,2049.050712,2049.609428,2050.328572,2051.119476,2051.002936,2044.954945
9.6225,2041.775342,2041.958732,2051.348340,2047.500000,2046.113145,2049.147632,2049.293250,2049.602616,2050.217938,2050.452703,2045.027166
9.6237,2042.301639,2041.909021,2051.059369,2047.500000,2046.660330,2049.190276,2049.019543,2049.036017,2049.507366,2049.972849,2045.090720
9.6250,2042.817168,2041.876855,2050.748701,2047.500000,2047.138942,2049.167015,2048.793027,2048.695171,2049.005525,2049.582567,2045.147052
9.6263,2043.316545,2041.862235,2050.421267,2047.500000,2047.512595,2049.050712,2048.608983,2048.566801,2048.628033,2049.249868,2045.200495
9.6275,2043.790346,2041.873931,2050.081997,2047.500000,2047.758898,2048.849120,2048.443816,2048.540242,2048.259424,2048.891577,2045.248161
9.6288,2044.230498,2041.909021,2049.733852,2047.500000,2047.893246,2048.581622,2048.236176,2048.491550,2047.841963,2048.437315,2045.291493
9.6300,2044.628922,2041.967504,2049.379789,2047.500000,2047.974414,2048.286986,2047.929436,2048.310061,2047.371209,2047.861490,2045.326159
9.6312,2044.977543,2042.043532,2049.020794,2047.500000,2048.056981,2047.996228,2047.481124,2047.969215,2046.869367,2047.176898,2045.346381
9.6325,2045.269631,2042.125408,2048.661800,2047.500000,2048.156342,2047.717100,2046.900677,2047.508853,2046.323115,2046.421928,2045.352158
9.6337,2045.503840,2042.207285,2048.302806,2047.500000,2048.244508,2047.437972,2046.235287,2046.990946,2045.688041,2045.650962,2045.337714
9.6350,2045.680170,2042.280388,2047.948743,2047.500000,2048.276695,2047.178227,2045.579335,2046.481891,2044.973028,2044.915185,2045.303048
9.6363,2045.799966,2042.335947,2047.600597,2047.500000,2048.236111,2046.968881,2045.008327,2046.039235,2044.240251,2044.262584,2045.245272
9.6375,2045.871306,2042.368113,2047.263300,2047.500000,2048.142348,2046.848701,2044.564734,2045.693963,2043.618500,2043.728346,2045.167274
9.6387,2045.900919,2042.373961,2046.938825,2047.500000,2048.035989,2046.821563,2044.239117,2045.446076,2043.192157,2043.325269,2045.071942
9.6400,2045.902265,2042.350568,2046.631115,2047.500000,2047.960419,2046.852578,2044.012602,2045.255734,2042.952339,2043.024560,2044.960723
9.6412,2045.884766,2042.297933,2046.342145,2047.500000,2047.947824,2046.875838,2043.852153,2045.065392,2042.805783,2042.765439,2044.840836
9.6425,2045.860538,2042.216057,2046.074872,2047.500000,2048.034590,2046.856454,2043.738895,2044.826357,2042.641463,2042.506317,2044.716617
9.6438,2045.841693,2042.107863,2045.831268,2047.500000,2048.250105,2046.802180,2043.639794,2044.520925,2042.406086,2042.240798,2044.593842
9.6450,2045.836309,2041.979201,2045.611335,2047.500000,2048.601367,2046.751781,2043.535975,2044.166800,2042.135181,2042.010468,2044.475400
9.6463,2045.851116,2041.832993,2045.415072,2047.500000,2049.046393,2046.724644,2043.389683,2043.772836,2041.877598,2041.879308,2044.365625
9.6475,2045.887458,2041.672165,2045.242478,2047.500000,2049.494217,2046.720767,2043.182044,2043.352313,2041.677750,2041.885706,2044.267404
9.6487,2045.943991,2041.499640,2045.091582,2047.500000,2049.848278,2046.713014,2042.922495,2042.900803,2041.517871,2042.026463,2044.179295
9.6500,2046.013985,2041.315418,2044.959425,2047.500000,2050.055396,2046.689753,2042.677102,2042.449294,2041.366875,2042.247196,2044.096964
9.6512,2046.088016,2041.119500,2044.842062,2047.500000,2050.125369,2046.670369,2042.507216,2042.090743,2041.215878,2042.471128,2044.016077
9.6525,2046.153972,2040.906037,2044.734561,2047.500000,2050.108575,2046.685876,2042.455306,2041.918107,2041.087087,2042.640677,2043.932301
9.6538,2046.197045,2040.675029,2044.634949,2047.500000,2050.065193,2046.755658,2042.521373,2041.980079,2041.007148,2042.704657,2043.835525
9.6550,2046.206467,2040.420628,2044.539283,2047.500000,2050.026008,2046.887469,2042.653507,2042.214686,2040.993824,2042.653473,2043.721417
9.6562,2046.166086,2040.142833,2044.446576,2047.500000,2050.016212,2047.069677,2042.809237,2042.489133,2041.047117,2042.490322,2043.585642
9.6575,2046.070518,2039.841645,2044.353869,2047.500000,2050.060994,2047.275147,2042.964966,2042.706035,2041.167026,2042.253594,2043.422423
9.6587,2045.913033,2039.519989,2044.263134,2047.500000,2050.186945,2047.480616,2043.130134,2042.852111,2041.353552,2042.020065,2043.231761
9.6600,2045.693630,2039.180787,2044.175358,2047.500000,2050.382868,2047.639564,2043.314178,2043.024747,2041.606693,2041.876109,2043.016543
9.6613,2045.413656,2038.826965,2044.093499,2047.500000,2050.574592,2047.705469,2043.507660,2043.321327,2041.895363,2041.898502,2042.778215
9.6625,2045.085226,2038.470218,2044.022489,2047.500000,2050.644565,2047.655071,2043.658671,2043.768409,2042.148504,2042.106439,2042.525443
9.6638,2044.719106,2038.113472,2043.968246,2047.500000,2050.490625,2047.507754,2043.720019,2044.268611,2042.312824,2042.442337,2042.266893
9.6650,2044.330104,2037.768422,2043.936686,2047.500000,2050.101578,2047.321668,2043.682266,2044.689134,2042.361676,2042.803827,2042.011232
9.6662,2043.935718,2037.440917,2043.933727,2047.500000,2049.572586,2047.147213,2043.564289,2044.928168,2042.330588,2043.066147,2041.770015
9.6675,2043.552099,2037.133881,2043.964301,2047.500000,2049.046393,2047.007649,2043.403840,2044.972434,2042.255090,2043.152521,2041.550464
9.6687,2043.195402,2036.856086,2044.032352,2047.500000,2048.630756,2046.883592,2043.233954,2044.861770,2042.152945,2043.046953,2041.361246
9.6700,2042.877739,2036.598761,2044.141825,2047.500000,2048.359263,2046.771165,2043.049910,2044.631589,2041.997508,2042.794230,2041.206694
9.6713,2042.608534,2036.367753,2044.291735,2047.500000,2048.212320,2046.720767,2042.861147,2044.281890,2041.753248,2042.448735,2041.088252
9.6725,2042.391823,2036.151365,2044.479122,2047.500000,2048.180133,2046.813810,2042.686541,2043.808248,2041.411286,2042.068051,2041.007365
9.6738,2042.231646,2035.943751,2044.700042,2047.500000,2048.294888,2047.112322,2042.582721,2043.250502,2041.020471,2041.684167,2040.958255
9.6750,2042.125310,2035.744908,2044.949563,2047.500000,2048.601367,2047.585289,2042.606316,2042.710461,2040.629656,2041.313080,2040.939478
9.6762,2042.071469,2035.546066,2045.217822,2047.500000,2049.086977,2048.104778,2042.752608,2042.285511,2040.243283,2040.954789,2040.945255
9.6775,2042.062046,2035.350148,2045.497916,2047.500000,2049.656553,2048.535100,2042.964966,2042.015491,2039.821381,2040.609294,2040.969810
9.6788,2042.094351,2035.157154,2045.777025,2047.500000,2050.174350,2048.833612,2043.163168,2041.851708,2039.301775,2040.260600,2041.010254
9.6800,2042.158960,2034.972932,2046.048243,2047.500000,2050.564796,2049.054589,2043.271706,2041.692352,2038.684465,2039.899110,2041.059364
9.6813,2042.251836,2034.800407,2046.298750,2047.500000,2050.860080,2049.287196,2043.276425,2041.488731,2038.058274,2039.531221,2041.117140
9.6825,2042.367595,2034.654200,2046.522628,2047.500000,2051.167959,2049.527556,2043.210358,2041.289535,2037.574196,2039.201722,2041.180695
9.6837,2042.499505,2034.540158,2046.711988,2047.500000,2051.566803,2049.643859,2043.120696,2041.205431,2037.383230,2038.980989,2041.250026
9.6850,2042.642184,2034.467054,2046.862884,2047.500000,2052.024423,2049.457774,2043.021595,2041.320521,2037.512021,2038.933003,2041.323692
9.6862,2042.790248,2034.440736,2046.972357,2047.500000,2052.414870,2048.887887,2042.889461,2041.621527,2037.889513,2039.057765,2041.400245
9.6875,2042.932927,2034.461205,2047.043367,2047.500000,2052.619189,2048.050503,2042.686541,2041.971226,2038.351385,2039.275299,2041.479688
9.6888,2043.059453,2034.525537,2047.076900,2047.500000,2052.630385,2047.213118,2042.393958,2042.192554,2038.733317,2039.464042,2041.554798
9.6900,2043.156367,2034.619110,2047.078872,2047.500000,2052.561812,2046.631601,2042.054184,2042.196980,2038.942048,2039.550416,2041.618352
9.6913,2043.206170,2034.718531,2047.054216,2047.500000,2052.561812,2046.422255,2041.742725,2042.024344,2038.999782,2039.563212,2041.658795
9.6925,2043.191364,2034.791635,2047.011807,2047.500000,2052.698958,2046.557942,2041.572838,2041.856135,2039.017546,2039.643187,2041.664573
9.6937,2043.091758,2034.809180,2046.957564,2047.500000,2052.922870,2046.937867,2041.643624,2041.869415,2039.097485,2039.915105,2041.619796
9.6950,2042.889854,2034.730227,2046.901347,2047.500000,2053.132788,2047.515507,2041.988117,2042.117302,2039.270687,2040.372566,2041.507132
9.6962,2042.565461,2034.513840,2046.848090,2047.500000,2053.269934,2048.314124,2042.544968,2042.475854,2039.430566,2040.826828,2041.309247
9.6975,2042.109157,2034.122004,2046.802723,2047.500000,2053.369295,2049.349224,2043.158448,2042.732594,2039.403919,2041.021968,2041.010254
9.6988,2041.510175,2033.519628,2046.768204,2047.500000,2053.492446,2050.543272,2043.668109,2042.737021,2039.106367,2040.814032,2040.598596
9.7000,2040.768513,2032.674548,2046.743548,2047.500000,2053.646386,2051.702430,2043.998444,2042.555532,2038.626731,2040.308585,2040.061275
9.7012,2039.889557,2031.569219,2046.723823,2047.500000,2053.755543,2052.586336,2044.201365,2042.436015,2038.244799,2039.799940,2039.393956
9.7025,2038.889458,2030.189019,2046.702125,2047.500000,2053.714959,2053.005028,2044.409004,2042.648489,2038.235917,2039.576008,2038.593752
9.7037,2037.788407,2028.536873,2046.671552,2047.500000,2053.509240,2052.853833,2044.668553,2043.281488,2038.688906,2039.716765,2037.664994
9.7050,2036.618709,2026.624478,2046.622239,2047.500000,2053.258738,2052.109492,2044.895069,2044.153520,2039.386155,2040.043066,2036.622128
9.7063,2035.412667,2024.481074,2046.544326,2047.500000,2053.163576,2050.826277,2044.909226,2044.968007,2039.932407,2040.266998,2035.479598
9.7075,2034.210664,2022.147601,2046.429921,2047.500000,2053.408479,2049.201907,2044.640239,2045.547887,2040.047875,2040.235008,2034.261958
9.7088,2033.055772,2019.670844,2046.275080,2047.500000,2054.097009,2047.639564,2044.305184,2045.977263,2039.732559,2040.007877,2033.000986
9.7100,2031.988372,2017.120983,2046.078817,2047.500000,2055.268349,2046.751781,2044.352375,2046.535010,2039.244041,2039.735959,2031.729903
9.7112,2031.048844,2014.571122,2045.846062,2047.500000,2056.960285,2047.139459,2045.220685,2047.389336,2038.826580,2039.444848,2030.487708
9.7125,2030.272186,2012.100214,2045.588651,2047.500000,2059.200805,2049.159262,2046.999778,2048.420725,2038.484617,2038.917008,2029.320622
9.7137,2029.693394,2009.813527,2045.327296,2047.500000,2061.945127,2052.698762,2049.354598,2049.244065,2037.965011,2037.829339,2028.277756
9.7150,2029.335350,2007.810483,2045.089610,2047.500000,2064.990331,2057.253979,2051.742451,2049.540645,2037.019062,2036.057077,2027.412553
9.7163,2029.223630,2006.210971,2044.911099,2047.500000,2067.989353,2062.161983,2053.804688,2049.354729,2035.704504,2033.884937,2026.781345
9.7175,2029.370347,2005.129035,2044.830227,2047.500000,2070.575537,2066.895531,2055.602657,2049.173240,2034.465444,2031.939928,2026.443352
9.7188,2029.788962,2004.690412,2044.894333,2047.500000,2072.516575,2071.194881,2057.528040,2049.669015,2033.968043,2030.868254,2026.457797
9.7200,2030.480820,2005.023766,2045.144840,2047.500000,2073.783077,2075.048400,2059.948927,2051.324548,2034.723026,2031.031404,2026.883898
9.7212,2031.451307,2006.246061,2045.626129,2047.500000,2074.481403,2078.564640,2062.964418,2054.192960,2036.899153,2032.394190,2027.775101
9.7225,2032.699075,2008.468417,2046.374691,2047.500000,2074.734704,2081.960699,2066.409345,2058.035215,2040.376515,2034.713485,2029.180514
9.7238,2034.221432,2011.793178,2047.417155,2047.500000,2074.619949,2085.651394,2070.198764,2062.598999,2045.008557,2037.822941,2031.144916
9.7250,2036.018380,2016.302220,2048.769301,2047.500000,2074.205711,2090.233748,2074.563911,2067.840047,2050.790837,2041.764143,2033.697193
9.7263,2038.088571,2022.054028,2050.431129,2047.500000,2073.591353,2096.308663,2080.005008,2073.869022,2057.825500,2046.697044,2036.857568
9.7275,2040.429314,2029.069069,2052.384886,2047.500000,2072.876234,2104.100991,2086.913738,2080.712485,2066.125870,2052.714415,2040.628929
9.7287,2043.043301,2037.341495,2054.596055,2047.500000,2072.007175,2113.122258,2095.167405,2088.149107,2075.527627,2059.723486,2044.993944
9.7300,2045.926493,2046.815748,2057.008417,2047.500000,2070.674898,2122.201678,2104.091181,2095.798204,2085.737660,2067.564303,2049.916502
9.7312,2049.077545,2057.392407,2059.548992,2047.500000,2068.375601,2129.881579,2112.892261,2103.420742,2096.596089,2076.176086,2055.340272
9.7325,2052.491072,2068.928187,2062.130003,2047.500000,2064.660060,2135.002806,2121.202557,2111.198209,2108.196178,2085.702791,2061.182921
9.7338,2056.157653,2081.233019,2064.652826,2047.500000,2059.379934,2137.138912,2129.342966,2119.692779,2120.839920,2096.381146,2067.347674
9.7350,2060.061135,2094.078820,2067.011931,2047.500000,2052.777327,2136.553518,2137.997755,2129.435639,2134.718281,2108.268734,2073.717534
9.7363,2064.175943,2107.199491,2069.099818,2047.500000,2045.326654,2133.839772,2147.549168,2140.440069,2149.604766,2121.045652,2080.158170
9.7375,2068.468426,2120.296768,2070.812931,2047.500000,2037.503726,2129.474517,2157.487546,2151.838463,2164.673335,2133.921739,2086.526585
9.7387,2072.898205,2133.060693,2072.056590,2047.500000,2029.672402,2123.612826,2166.340536,2161.975287,2178.520608,2145.761341,2092.671117
9.7400,2077.407399,2145.169607,2072.749922,2047.500000,2022.155954,2116.215929,2172.229945,2168.854163,2189.427889,2155.316838,2098.441545
9.7413,2081.935438,2156.307702,2072.832767,2047.500000,2015.356024,2107.299335,2173.659826,2170.823982,2195.743098,2161.478165,2103.691985
9.7425,2086.412327,2166.185488,2072.264688,2047.500000,2009.719038,2097.084019,2170.134675,2167.145510,2196.373731,2163.554335,2108.288106
9.7438,2090.764036,2174.542715,2071.031878,2047.500000,2005.512290,2085.911138,2162.197186,2158.217137,2191.133262,2161.442976,2112.112911
9.7450,2094.912495,2181.171768,2069.144199,2047.500000,2002.600034,2074.001669,2151.017691,2145.393391,2180.878819,2155.694323,2115.075401
9.7462,2098.786364,2185.917667,2066.640116,2047.500000,2000.446280,2061.281954,2137.752363,2130.405056,2167.226953,2147.312870,2117.114912
9.7475,2102.315650,2188.692688,2063.578802,2047.500000,1998.418476,2047.418588,2123.099626,2114.726178,2151.900802,2137.389485,2118.195333
9.7487,2105.438435,2189.479284,2060.042116,2047.500000,1996.186353,2032.082045,2107.243525,2099.144684,2136.072809,2126.691936,2118.319552
9.7500,2108.103571,2188.321320,2056.124739,2047.500000,1993.908048,2015.225805,2090.028329,2083.682707,2120.031644,2115.450552,2117.516459
9.7513,2110.270676,2185.335761,2051.938116,2047.500000,1992.071969,1997.233668,2071.255838,2067.862179,2103.364288,2103.479789,2115.848162
9.7525,2111.912830,2180.692207,2047.597639,2047.500000,1991.141335,1978.818962,2050.779759,2051.112074,2085.497842,2090.494935,2113.401327
9.7538,2113.012535,2174.607047,2043.223629,2047.500000,1991.313467,1960.776427,2028.557622,2033.033999,2066.205810,2076.419212,2110.281396
9.7550,2113.567099,2167.337604,2038.935422,2047.500000,1992.546383,1943.749608,2004.655493,2013.557132,2045.776863,2061.482951,2106.612588
9.7562,2113.580559,2159.152902,2034.845452,2047.500000,1994.774308,1928.184336,1979.479213,1993.031170,2024.890485,2046.156408,2102.526344
9.7575,2113.069068,2150.339508,2031.055300,2047.500000,1998.028030,1914.472164,1954.052822,1972.301586,2004.386040,2031.005812,2098.154107
9.7587,2112.050125,2141.160594,2027.653731,2047.500000,2002.320144,1903.148089,1930.193164,1952.771600,1985.213917,2016.651774,2093.621540
9.7600,2110.549304,2131.870563,2024.712739,2047.500000,2007.405747,1894.968083,1910.226746,1936.225116,1968.475504,2003.814075,2089.044197
9.7613,2108.594871,2122.688725,2022.289528,2047.500000,2012.691471,1890.680364,1896.286590,1924.357507,1955.361008,1993.286074,2084.523185
9.7625,2106.219131,2113.790530,2020.417629,2047.500000,2017.431409,1890.660980,1889.434489,1918.085070,1946.843025,1985.742766,2080.142281
9.7637,2103.457081,2105.316337,2019.117754,2047.500000,2021.102168,1894.611419,1889.226850,1917.151066,1943.165815,1981.446472,2075.963596
9.7650,2100.347756,2097.368491,2018.390889,2047.500000,2023.664561,1901.543102,1893.917613,1920.200966,1943.627686,1980.083686,2072.034793
9.7662,2096.935575,2090.005476,2018.219282,2047.500000,2025.478249,1910.141801,1901.288813,1925.446441,1946.803055,1980.848253,2068.386207
9.7675,2093.267649,2083.250684,2018.574332,2047.500000,2026.986856,1919.248357,1909.589671,1931.453284,1951.195279,1982.793262,2065.030836
9.7688,2089.396472,2077.101192,2019.411656,2047.500000,2028.404500,1928.230857,1918.003786,1937.619483,1955.849526,1985.243718,2061.970126
9.7700,2085.377232,2071.530683,2020.675040,2047.500000,2029.679399,1936.969120,1926.540598,1944.064555,1960.565948,1987.953294,2059.193965
